"PVWatts Hourly PV Performance Data"
"Requested Location","Toronto"
"Location","Lat, Lng: 43.65, -79.38"
"Latitude (DD)","43.65"
"Longitude (DD)","-79.38"
"Elevation (m)","93.199996948242"
"DC System Size (kW)","200"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"8","8","2","0","0","21","3.2","0.1","0","21","0","0"
"8","8","3","0","0","21","3.6","0.1","0","21","0","0"
"8","8","4","0","0","21","3.9","0.1","0","21","0","0"
"8","8","5","37","11","22","4.1","0.1","10.464","22.152","981.281","153.798"
"8","8","6","313","74","22","4.1","0.1","109.854","23.787","15223.768","13891.617"
"8","8","7","491","122","23","4.2","0.1","298.723","28.003","48738.384","46218.676"
"8","8","8","640","142","24","4.4","0.1","516.32","32.486","86454.188","82598.06"
"8","8","9","773","133","25","4.2","0.1","725.926","37.24","118636.104","113639.642"
"8","8","10","866","115","26","4","0.1","891.958","41.451","142435.442","136595.676"
"8","8","11","895","113","27","3.9","0.1","989.174","44.37","155366.142","149068.19"
"8","8","12","558","324","28","3.7","0.1","901.852","44.278","140811.486","135029.263"
"8","8","13","882","118","28","3.5","0.1","969.479","46.084","151325.305","145170.535"
"8","8","14","856","115","28","3.3","0.1","860.035","44.574","135817.995","130212.711"
"8","8","15","676","160","28","3.3","0.1","655.093","40.639","105632.619","101096.923"
"8","8","16","641","121","27","3.2","0.1","464.858","36.14","76840.071","73324.609"
"8","8","17","663","70","26","3.1","0.1","277.208","31.431","42864.119","40552.56"
"8","8","18","453","44","25","2.9","0.1","76.476","26.403","8593.466","7496.253"
"8","8","19","0","0","23","3.1","0.1","0","0","0","0"
"8","8","20","0","0","22","3.5","0.1","0","22","0","0"
"8","8","21","0","0","22","3.6","0.1","0","22","0","0"
"8","8","22","0","0","21","3.5","0.1","0","21","0","0"
"8","8","23","0","0","21","3.6","0.1","0","21","0","0"
"8","9","0","0","0","21","3.8","0.1","0","21","0","0"
"8","9","1","0","0","21","4.1","0.1","0","21","0","0"
"8","9","2","0","0","20","4.4","0.1","0","20","0","0"
"8","9","3","0","0","20","4.5","0.1","0","20","0","0"
"8","9","4","0","0","20","4.6","0.1","0","20","0","0"
"8","9","5","0","7","20","4.9","0.1","6.659","20.087","616.396","0"
"8","9","6","408","57","21","5.1","0.1","108.015","22.508","14152.459","12858.268"
"8","9","7","76","154","22","5.2","0.1","171.976","24.539","28475.659","26673.94"
"8","9","8","14","190","22","5.1","0.1","186.122","24.779","30758.992","28876.366"
"8","9","9","47","290","23","4.9","0.1","316.662","27.838","52107.626","49468.533"
"8","9","10","0","125","24","4.8","0.1","116.757","25.802","18537.855","17088.272"
"8","9","11","9","214","24","4.9","0.1","210.635","27.207","33898.858","31904.974"
"8","9","12","0","136","24","5.1","0.1","127.394","25.89","20192.954","18684.725"
"8","9","13","14","263","24","5.2","0.1","262.663","27.853","42497.813","40199.234"
"8","9","14","6","190","23","5.2","0.1","183.741","25.698","29754.366","27907.338"
"8","9","15","24","247","23","5.4","0.1","250.3","26.596","41156.465","38905.415"
"8","9","16","112","221","22","5.5","0.1","273.042","25.892","45817.177","43400.98"
"8","9","17","0","49","22","5.3","0.1","45.423","22.664","7237.78","6188.605"
"8","9","18","0","6","21","4.8","0.1","5.543","21.086","785.089","0"
"8","9","19","0","0","21","4","0.1","0","21","0","0"
"8","9","20","0","0","21","3.3","0.1","0","21","0","0"
"8","9","21","0","0","20","2.9","0.1","0","20","0","0"
"8","9","22","0","0","20","3","0.1","0","20","0","0"
"8","9","23","0","0","20","3.4","0.1","0","20","0","0"
"8","10","0","0","0","20","3.6","0.1","0","20","0","0"
"8","10","1","0","0","20","3.4","0.1","0","20","0","0"
"8","10","2","0","0","19","3.3","0.1","0","19","0","0"
"8","10","3","0","0","19","3.2","0.1","0","19","0","0"
"8","10","4","0","0","19","3","0.1","0","19","0","0"
"8","10","5","46","10","19","2.8","0.1","9.513","19.17","901.666","77.004"
"8","10","6","388","63","20","2.8","0.1","109.422","22.15","14579.636","13270.309"
"8","10","7","653","78","21","2.7","0.1","316.07","27.688","51344.593","48732.538"
"8","10","8","763","93","23","2.4","0.1","536.782","35.135","89257.992","85302.514"
"8","10","9","827","103","24","2","0.1","735.03","41.918","118062.374","113086.242"
"8","10","10","865","109","25","1.6","0.1","884.154","48.413","137299.597","131641.814"
"8","10","11","882","113","25","1.2","0.1","975.764","53.308","147740.24","141712.503"
"8","10","12","888","113","26","1.1","0.1","1002.006","55.781","149919.22","143814.273"
"8","10","13","888","106","27","1.1","0.1","961.417","55.588","144303.692","138397.726"
"8","10","14","123","369","27","1.2","0.1","476.354","40.773","74906.435","71459.489"
"8","10","15","818","98","27","1.4","0.1","689.934","46.154","109134.914","104475.118"
"8","10","16","759","84","26","1.8","0.1","487.492","38.425","80128.855","76496.859"
"8","10","17","282","123","25","2.1","0.1","204.187","29.83","32313.007","30375.316"
"8","10","18","410","44","24","2.3","0.1","70.832","25.458","8093.763","7014.256"
"8","10","19","0","0","23","3","0.1","0","23","0","0"
"8","10","20","0","0","22","3.7","0.1","0","22","0","0"
"8","10","21","0","0","21","4.1","0.1","0","21","0","0"
"8","10","22","0","0","21","4.1","0.1","0","21","0","0"
"8","10","23","0","0","20","4","0.1","0","20","0","0"
"8","11","0","0","0","20","3.9","0.1","0","20","0","0"
"8","11","1","0","0","19","3.8","0.1","0","19","0","0"
"8","11","2","0","0","19","3.6","0.1","0","19","0","0"
"8","11","3","0","0","19","3.6","0.1","0","19","0","0"
"8","11","4","0","0","19","3.7","0.1","0","19","0","0"
"8","11","5","84","10","19","3.7","0.1","9.513","19.147","901.775","77.109"
"8","11","6","481","51","20","3.5","0.1","111.23","21.911","14076.49","12784.991"
"8","11","7","670","75","22","3","0.1","318.697","28.402","51588.622","48967.919"
"8","11","8","770","91","23","2.6","0.1","538.257","34.73","89676.609","85706.297"
"8","11","9","830","102","24","2.3","0.1","732.667","40.839","118231.628","113249.499"
"8","11","10","848","118","25","2.1","0.1","877.938","45.942","137721.476","132048.744"
"8","11","11","865","124","26","1.8","0.1","970.213","50.584","148582.777","142525.186"
"8","11","12","868","126","26","1.5","0.1","995.051","52.909","150696.502","144564.013"
"8","11","13","867","119","26","1.2","0.1","954.097","53.683","144357.512","138449.639"
"8","11","14","575","250","27","0.9","0.1","758.806","50.728","116316.307","111402.046"
"8","11","15","459","235","27","0.8","0.1","570.058","45.33","89729.206","85757.031"
"8","11","16","709","94","26","0.8","0.1","469.957","41.178","76297.393","72801.16"
"8","11","17","603","77","25","0.9","0.1","261.342","33.05","40030.326","37819.179"
"8","11","18","372","46","24","1","0.1","68.768","25.903","8049.783","6971.835"
"8","11","19","0","0","23","1.2","0.1","0","23","0","0"
"8","11","20","0","0","22","1.4","0.1","0","22","0","0"
"8","11","21","0","0","22","1.7","0.1","0","22","0","0"
"8","11","22","0","0","22","2.1","0.1","0","22","0","0"
"8","11","23","0","0","22","2.6","0.1","0","22","0","0"
"8","12","0","0","0","21","3","0.1","0","21","0","0"
"8","12","1","0","0","21","3.1","0.1","0","21","0","0"
"8","12","2","0","0","21","3.1","0.1","0","21","0","0"
"8","12","3","0","0","21","3.3","0.1","0","21","0","0"
"8","12","4","0","0","21","3.6","0.1","0","21","0","0"
"8","12","5","37","8","21","3.8","0.1","7.61","21.116","705.558","0"
"8","12","6","274","64","22","3.7","0.1","94.335","23.624","12921.865","11671.279"
"8","12","7","532","98","24","3.6","0.1","290.836","29.312","46982.703","44525.207"
"8","12","8","659","123","25","3.8","0.1","506.912","34.076","84458.403","80672.993"
"8","12","9","409","271","26","3.9","0.1","588.593","36.34","95809.763","91622.13"
"8","12","10","401","318","25","3.7","0.1","691.213","37.485","111326.025","106588.589"
"8","12","11","32","346","25","3.2","0.1","372.301","32.242","59784.102","56873.001"
"8","12","12","10","226","25","2.8","0.1","223.565","29.649","35675.131","33618.307"
"8","12","13","0","100","24","2.6","0.1","93.257","26.009","14617.305","13306.643"
"8","12","14","6","196","23","2.3","0.1","189.551","27.324","30540.447","28665.565"
"8","12","15","0","58","23","2","0.1","53.867","24.306","8407.226","7316.612"
"8","12","16","119","217","22","1.6","0.1","272.571","29.224","45179.08","42785.493"
"8","12","17","92","131","22","1.3","0.1","151.471","26.283","24579.295","22915.64"
"8","12","18","59","58","22","1.1","0.1","55.587","23.623","8251.667","7166.565"
"8","12","19","0","0","21","1.2","0.11","0","21","0","0"
"8","12","20","0","0","21","1.5","0.11","0","21","0","0"
"8","12","21","0","0","21","2","0.11","0","21","0","0"
"8","12","22","0","0","21","3","0.11","0","21","0","0"
"8","12","23","0","0","20","4","0.11","0","20","0","0"
"8","13","0","0","0","19","4.7","0.11","0","19","0","0"
"8","13","1","0","0","19","5","0.11","0","19","0","0"
"8","13","2","0","0","18","5.3","0.11","0","18","0","0"
"8","13","3","0","0","18","5.5","0.11","0","18","0","0"
"8","13","4","0","0","18","5.5","0.11","0","18","0","0"
"8","13","5","0","0","18","5.3","0.11","0","0","0","0"
"8","13","6","526","48","19","5.2","0.11","113.232","20.526","14086.488","12794.635"
"8","13","7","735","67","21","5.1","0.11","333.676","25.949","54473.39","51750.468"
"8","13","8","838","78","22","4.6","0.11","561.524","30.995","95090.715","90928.561"
"8","13","9","893","86","23","3.7","0.11","762.588","36.836","125151.797","119924.459"
"8","13","10","921","93","24","2.8","0.11","915.908","43.189","145384.968","139440.688"
"8","13","11","934","97","25","2.3","0.11","1008.035","48.112","156026.394","149705.046"
"8","13","12","936","99","25","2.3","0.11","1033.183","48.682","159312.727","152874.931"
"8","13","13","928","97","26","2.5","0.11","987.734","47.818","153224.792","147002.716"
"8","13","14","907","93","26","2.9","0.11","876.065","44.047","138834.633","133122.457"
"8","13","15","871","87","25","3.4","0.11","709.685","38.493","115959.987","111058.351"
"8","13","16","808","77","25","4.2","0.11","501.414","33.488","84203.397","80427.023"
"8","13","17","693","62","24","5","0.11","271.809","28.038","42126.989","39841.55"
"8","13","18","460","39","22","5.1","0.11","66.445","22.87","7229.782","6180.889"
"8","13","19","0","0","21","4.6","0.11","0","21","0","0"
"8","13","20","0","0","19","4","0.11","0","19","0","0"
"8","13","21","0","0","19","3.7","0.11","0","19","0","0"
"8","13","22","0","0","18","3.6","0.11","0","18","0","0"
"8","13","23","0","0","17","3.3","0.11","0","17","0","0"
"8","14","0","0","0","17","2.9","0.11","0","17","0","0"
"8","14","1","0","0","16","2.5","0.11","0","16","0","0"
"8","14","2","0","0","16","2.2","0.11","0","16","0","0"
"8","14","3","0","0","16","1.7","0.11","0","16","0","0"
"8","14","4","0","0","16","1.5","0.11","0","16","0","0"
"8","14","5","0","0","17","1.8","0.11","0","0","0","0"
"8","14","6","20","67","18","2.5","0.11","63.764","19.401","10172.7","9019.528"
"8","14","7","164","149","20","3.2","0.11","200.77","23.923","33301.724","31328.999"
"8","14","8","252","227","21","3.5","0.11","369.758","27.912","62195.97","59199.407"
"8","14","9","731","149","22","3.6","0.11","710.545","35.08","117131.085","112187.952"
"8","14","10","137","379","23","3.5","0.11","504.243","32.372","82071.541","78370.708"
"8","14","11","181","420","24","3.3","0.11","603.194","35.563","96910.22","92683.593"
"8","14","12","663","254","24","3.3","0.11","935.573","41.984","147806.484","141776.4"
"8","14","13","605","278","25","3.7","0.11","876.391","40.834","139280.552","133552.576"
"8","14","14","655","216","25","4.1","0.11","793.975","38.552","128163.802","122829.736"
"8","14","15","660","169","25","4.2","0.11","647.157","35.915","106423.253","101859.541"
"8","14","16","582","143","25","4.4","0.11","448.948","32.384","75282.745","71822.465"
"8","14","17","469","103","24","4.9","0.11","240.405","27.635","37825.134","35692.127"
"8","14","18","233","53","23","5.5","0.11","61.583","23.825","8007.157","6930.719"
"8","14","19","0","0","22","6","0.11","0","22","0","0"
"8","14","20","0","0","22","6.3","0.11","0","22","0","0"
"8","14","21","0","0","22","6.3","0.11","0","22","0","0"
"8","14","22","0","0","21","6","0.11","0","21","0","0"
"8","14","23","0","0","21","6","0.11","0","21","0","0"
"8","15","0","0","0","21","6.3","0.11","0","21","0","0"
"8","15","1","0","0","21","6.1","0.11","0","21","0","0"
"8","15","2","0","0","21","5.5","0.11","0","21","0","0"
"8","15","3","0","0","20","4.9","0.11","0","20","0","0"
"8","15","4","0","0","20","4.7","0.11","0","20","0","0"
"8","15","5","0","0","20","5","0.11","0","0","0","0"
"8","15","6","67","76","20","5.3","0.11","77.512","21.115","11995.851","10778.078"
"8","15","7","310","133","21","5.2","0.11","239.647","24.525","39558.955","37364.512"
"8","15","8","361","205","22","4.6","0.11","410.022","28.552","69165.058","65921.552"
"8","15","9","67","296","23","3.6","0.11","338.66","29.206","55627.289","52863.48"
"8","15","10","746","174","24","2.9","0.11","852.864","41.549","136019.373","130406.954"
"8","15","11","774","179","25","2.8","0.11","944.421","44.754","148023.326","141985.558"
"8","15","12","792","174","25","2.7","0.11","974.965","45.751","152011.953","145832.853"
"8","15","13","520","307","26","2.4","0.11","823.33","44.489","128825.635","123468.118"
"8","15","14","534","259","26","2.2","0.11","730.766","43.073","115634.639","110744.531"
"8","15","15","271","282","25","2","0.11","476.487","36.589","77251.399","73721.362"
"8","15","16","31","188","25","1.5","0.11","195.297","30.288","31779.088","29860.316"
"8","15","17","0","96","24","1","0.11","89.055","26.722","14367.726","13065.907"
"8","15","18","0","4","23","0.9","0.11","3.695","23.115","499.888","0"
"8","15","19","0","0","22","1.4","0.11","0","22","0","0"
"8","15","20","0","0","21","2.4","0.11","0","21","0","0"
"8","15","21","0","0","21","3.4","0.11","0","21","0","0"
"8","15","22","0","0","20","3.8","0.11","0","20","0","0"
"8","15","23","0","0","20","3.7","0.11","0","20","0","0"
"8","16","0","0","0","20","3.4","0.11","0","20","0","0"
"8","16","1","0","0","20","3","0.11","0","20","0","0"
"8","16","2","0","0","20","2.7","0.11","0","20","0","0"
"8","16","3","0","0","20","2.6","0.11","0","20","0","0"
"8","16","4","0","0","20","2.6","0.11","0","20","0","0"
"8","16","5","0","0","20","2.8","0.11","0","0","0","0"
"8","16","6","0","59","20","2.4","0.11","54.174","21.218","8646.378","7547.29"
"8","16","7","68","165","21","1.4","0.11","179.712","25.977","29665.97","27822.074"
"8","16","8","78","272","21","1.1","0.11","307.09","30.134","50650.022","48062.578"
"8","16","9","885","35","21","1.7","0.11","700.373","39.194","114140.356","109303.197"
"8","16","10","269","365","22","2.2","0.11","615.383","36.347","99226.555","94917.851"
"8","16","11","397","372","24","2.8","0.11","771.813","40.11","122559.618","117424.13"
"8","16","12","328","399","25","3.4","0.11","741.88","39.01","118038.651","113063.36"
"8","16","13","481","318","26","4.1","0.11","797.213","39.578","127193.743","121894.05"
"8","16","14","785","146","26","4.8","0.11","828.362","38.871","133912.883","128375.104"
"8","16","15","567","189","25","5.3","0.11","596.677","33.718","98841.264","94546.213"
"8","16","16","728","98","24","5.3","0.11","476.627","30.989","80659.517","77008.717"
"8","16","17","639","69","23","4.7","0.11","256.844","26.963","39815.079","37611.56"
"8","16","18","411","38","22","4.3","0.11","58.541","22.857","6435.724","5414.969"
"8","16","19","0","0","20","4.4","0.11","0","20","0","0"
"8","16","20","0","0","19","4.4","0.11","0","19","0","0"
"8","16","21","0","0","18","3.9","0.11","0","18","0","0"
"8","16","22","0","0","18","3.6","0.11","0","18","0","0"
"8","16","23","0","0","17","3.5","0.11","0","17","0","0"
"8","17","0","0","0","17","3.5","0.11","0","17","0","0"
"8","17","1","0","0","16","3.6","0.11","0","16","0","0"
"8","17","2","0","0","16","3.6","0.11","0","16","0","0"
"8","17","3","0","0","15","3.4","0.11","0","15","0","0"
"8","17","4","0","0","15","3.2","0.11","0","15","0","0"
"8","17","5","0","0","15","3","0.11","0","0","0","0"
"8","17","6","530","43","17","2.7","0.11","106.67","19.054","12984.445","11731.642"
"8","17","7","734","61","19","2.6","0.11","324.708","25.984","52834.494","50169.645"
"8","17","8","833","74","21","2.9","0.11","552.172","32.422","93056.953","88966.862"
"8","17","9","885","84","22","3.2","0.11","752.366","36.765","123602.527","118430.085"
"8","17","10","897","100","23","3.4","0.11","899.947","40.072","144734.881","138813.637"
"8","17","11","899","111","24","3.5","0.11","986.565","42.406","156384.486","150050.449"
"8","17","12","879","124","24","4","0.11","1000.065","41.308","158988.11","152561.816"
"8","17","13","15","268","24","4.9","0.11","268.89","28.097","43548.936","41213.111"
"8","17","14","137","359","24","6","0.11","478.75","30.414","78636.681","75057.558"
"8","17","15","801","108","23","7.5","0.11","678.975","30.84","114307.793","109464.701"
"8","17","16","753","87","22","8.5","0.11","476.588","27.034","81930.969","78235.117"
"8","17","17","118","123","20","8.5","0.11","150.697","21.577","24750.463","23080.743"
"8","17","18","411","36","19","8.2","0.11","55.454","19.525","6087.221","5078.814"
"8","17","19","0","0","17","8.1","0.11","0","17","0","0"
"8","17","20","0","0","16","7.8","0.11","0","16","0","0"
"8","17","21","0","0","16","7","0.11","0","16","0","0"
"8","17","22","0","0","16","6.2","0.11","0","16","0","0"
"8","17","23","0","0","15","5.6","0.11","0","15","0","0"
"8","18","0","0","0","14","5.1","0.11","0","14","0","0"
"8","18","1","0","0","14","4.5","0.11","0","14","0","0"
"8","18","2","0","0","14","4.3","0.11","0","14","0","0"
"8","18","3","0","0","13","4.3","0.11","0","13","0","0"
"8","18","4","0","0","13","4.3","0.11","0","13","0","0"
"8","18","5","0","0","13","4.4","0.11","0","0","0","0"
"8","18","6","564","40","14","4.5","0.11","108.574","15.574","13193.4","11933.193"
"8","18","7","752","59","15","4","0.11","328.428","20.638","54527.358","51802.524"
"8","18","8","844","72","16","3.3","0.11","555.729","26.76","95767.301","91581.173"
"8","18","9","896","82","17","2.5","0.11","757.909","33.788","126006.249","120748.634"
"8","18","10","914","96","18","1.9","0.11","910.158","40.618","146081.775","140112.804"
"8","18","11","926","103","19","1.3","0.11","1003.495","47.437","155854.787","149539.52"
"8","18","12","926","106","20","0.8","0.11","1026.711","52.975","155597.148","149291.01"
"8","18","13","511","303","21","0.3","0.11","809.512","50.961","123370.681","118206.455"
"8","18","14","484","270","22","0.6","0.11","697.659","45.662","109189.646","104527.91"
"8","18","15","386","248","21","1.5","0.11","521.422","35.124","85479.665","81658.068"
"8","18","16","380","173","21","2","0.11","368.723","30.001","61921.532","58934.694"
"8","18","17","172","119","20","2.4","0.11","162.202","23.626","26238.05","24515.619"
"8","18","18","19","43","19","2.6","0.11","39.813","19.851","5998.699","4993.428"
"8","18","19","0","0","19","2.5","0.11","0","19","0","0"
"8","18","20","0","0","18","1.5","0.11","0","18","0","0"
"8","18","21","0","0","17","0.8","0.11","0","17","0","0"
"8","18","22","0","0","17","1.1","0.11","0","17","0","0"
"8","18","23","0","0","16","1.8","0.11","0","16","0","0"
"8","19","0","0","0","16","2","0.11","0","16","0","0"
"8","19","1","0","0","16","2.2","0.11","0","16","0","0"
"8","19","2","0","0","16","2.3","0.11","0","16","0","0"
"8","19","3","0","0","16","2.2","0.11","0","16","0","0"
"8","19","4","0","0","16","2","0.11","0","16","0","0"
"8","19","5","0","0","16","2","0.11","0","0","0","0"
"8","19","6","323","54","17","1.9","0.11","89.421","19.076","11846.291","10633.817"
"8","19","7","544","90","18","1.4","0.11","284.506","25.822","46412.718","43975.419"
"8","19","8","312","210","18","0.9","0.11","386.934","30.138","64763.172","61675.643"
"8","19","9","561","203","19","0.7","0.11","633.663","39.943","102214.171","97799.604"
"8","19","10","621","233","19","1","0.11","801.597","43.435","126709.97","121427.42"
"8","19","11","512","311","20","1.1","0.11","828.675","44.594","129568.917","124185.063"
"8","19","12","526","318","20","1.1","0.11","861.952","45.576","134086.35","128542.425"
"8","19","13","689","224","20","1.5","0.11","898.96","44.305","141204.448","135408.301"
"8","19","14","429","292","20","2","0.11","672.737","36.347","109208.294","104545.897"
"8","19","15","455","225","20","2.4","0.11","551.98","32.438","91680.216","87638.909"
"8","19","16","387","191","20","2.7","0.11","385.075","28.233","65151.153","62049.876"
"8","19","17","306","105","19","2.9","0.11","188.121","22.824","30089.957","28231.038"
"8","19","18","176","46","18","2.7","0.11","49.274","18.994","6598.624","5572.096"
"8","19","19","0","0","17","2.5","0.11","0","17","0","0"
"8","19","20","0","0","17","2.5","0.11","0","17","0","0"
"8","19","21","0","0","17","2.6","0.11","0","17","0","0"
"8","19","22","0","0","17","2.9","0.11","0","17","0","0"
"8","19","23","0","0","17","3.5","0.11","0","17","0","0"
"8","20","0","0","0","17","4","0.11","0","17","0","0"
"8","20","1","0","0","17","4.3","0.11","0","17","0","0"
"8","20","2","0","0","17","4.5","0.11","0","17","0","0"
"8","20","3","0","0","17","4.8","0.11","0","17","0","0"
"8","20","4","0","0","17","5.1","0.11","0","17","0","0"
"8","20","5","0","0","17","5.5","0.11","0","0","0","0"
"8","20","6","0","47","17","6","0.11","43.406","17.582","6944.763","5905.97"
"8","20","7","0","41","17","6.6","0.11","38.001","17.48","6144.051","5133.63"
"8","20","8","0","103","18","7","0.11","95.892","19.159","15835.089","14481.276"
"8","20","9","6","197","18","6.7","0.11","190.093","20.362","31717.564","29800.972"
"8","20","10","9","223","18","6.5","0.11","218.806","20.771","36369.242","34287.822"
"8","20","11","6","190","18","6.6","0.11","184.873","20.314","30496.28","28622.963"
"8","20","12","10","231","18","6.6","0.11","228.677","20.862","37873.769","35739.039"
"8","20","13","19","289","18","6.7","0.11","293.452","21.637","48913.287","46387.382"
"8","20","14","0","149","18","6.8","0.11","139.615","19.714","22970.87","21364.208"
"8","20","15","162","284","18","6.7","0.11","395.319","22.925","67276.89","64100.29"
"8","20","16","259","191","18","6.4","0.11","320.097","22.13","55097.186","52352.162"
"8","20","17","140","116","18","6.2","0.11","149.511","19.954","24545.964","22883.49"
"8","20","18","23","39","17","6.1","0.11","36.352","17.474","5431.582","4446.407"
"8","20","19","0","0","17","6.1","0.1","0","17","0","0"
"8","20","20","0","0","17","6.3","0.1","0","17","0","0"
"8","20","21","0","0","17","6.4","0.1","0","17","0","0"
"8","20","22","0","0","16","6.4","0.1","0","16","0","0"
"8","20","23","0","0","16","6.5","0.1","0","16","0","0"
"8","21","0","0","0","16","6.8","0.1","0","16","0","0"
"8","21","1","0","0","16","7.2","0.1","0","16","0","0"
"8","21","2","0","0","16","7.6","0.1","0","16","0","0"
"8","21","3","0","0","17","7.9","0.1","0","17","0","0"
"8","21","4","0","0","16","8","0.1","0","16","0","0"
"8","21","5","0","0","16","8","0.1","0","0","0","0"
"8","21","6","0","36","17","8.1","0.1","33.364","17.362","5275.548","4295.901"
"8","21","7","0","92","17","8.2","0.1","85.534","17.925","14291.145","12992.04"
"8","21","8","0","129","17","8","0.1","120.489","18.323","20148.068","18641.429"
"8","21","9","0","123","18","7.7","0.1","114.797","19.292","18885.619","17423.714"
"8","21","10","0","69","18","7.5","0.1","64.168","18.735","10261.221","9104.912"
"8","21","11","2","153","19","7.3","0.1","145.501","20.697","23758.768","22124.188"
"8","21","12","7","190","19","6.9","0.1","186.004","21.257","30557.264","28681.786"
"8","21","13","0","120","19","6.3","0.1","112.137","20.449","18159.877","16723.688"
"8","21","14","31","292","19","5.8","0.1","312.608","23.28","52156.014","49515.207"
"8","21","15","0","141","19","5.5","0.1","131.9","20.873","21739.021","20176.009"
"8","21","16","0","58","19","4.8","0.1","53.807","19.836","8684.239","7583.809"
"8","21","17","0","30","19","4.3","0.1","27.777","19.462","4392.012","3443.673"
"8","21","18","124","43","18","4.4","0.1","43.007","18.673","5888.241","4886.884"
"8","21","19","0","0","18","4.5","0.1","0","18","0","0"
"8","21","20","0","0","17","4.2","0.1","0","17","0","0"
"8","21","21","0","0","17","3.7","0.1","0","17","0","0"
"8","21","22","0","0","17","3.3","0.1","0","17","0","0"
"8","21","23","0","0","17","3.1","0.1","0","17","0","0"
"8","22","0","0","0","17","2.8","0.1","0","17","0","0"
"8","22","1","0","0","17","2.3","0.1","0","17","0","0"
"8","22","2","0","0","17","1.5","0.1","0","17","0","0"
"8","22","3","0","0","17","0.8","0.1","0","17","0","0"
"8","22","4","0","0","17","0.5","0.1","0","17","0","0"
"8","22","5","0","0","17","0.5","0.1","0","17","0","0"
"8","22","6","0","33","17","0.6","0.1","30.575","18.035","4795.298","3832.669"
"8","22","7","30","130","18","0.8","0.1","133.315","22.288","22168.832","20590.59"
"8","22","8","182","224","19","1","0.1","323.014","28.868","53943.532","51239.385"
"8","22","9","192","303","20","1.1","0.1","446.527","33.267","73041.156","69660.305"
"8","22","10","153","368","21","1.1","0.1","508.554","36.075","81738.426","78049.396"
"8","22","11","241","400","22","1.3","0.1","641.05","40.1","101505.724","97116.26"
"8","22","12","250","408","22","1.6","0.1","674.739","39.789","106912.825","102331.766"
"8","22","13","383","350","22","1.7","0.1","726.552","40.77","115294.766","110416.702"
"8","22","14","14","244","21","1.8","0.1","243.158","27.137","39641.905","37444.522"
"8","22","15","22","226","21","2.2","0.1","229.023","26.343","37714.628","35585.536"
"8","22","16","94","195","20","2.6","0.1","233.719","25.078","39248.605","37065.158"
"8","22","17","0","67","20","2.7","0.1","62.167","21.328","10109.253","8958.329"
"8","22","18","0","16","19","2.9","0.1","14.802","19.3","2116.822","1249.102"
"8","22","19","0","0","19","3.2","0.1","0","19","0","0"
"8","22","20","0","0","19","3.3","0.1","0","19","0","0"
"8","22","21","0","0","19","2.9","0.1","0","19","0","0"
"8","22","22","0","0","19","2.4","0.1","0","19","0","0"
"8","22","23","0","0","19","1.9","0.1","0","19","0","0"
"8","23","0","0","0","19","1.5","0.1","0","19","0","0"
"8","23","1","0","0","19","1.2","0.1","0","19","0","0"
"8","23","2","0","0","19","1.2","0.1","0","19","0","0"
"8","23","3","0","0","19","1.1","0.1","0","19","0","0"
"8","23","4","0","0","19","1.1","0.1","0","19","0","0"
"8","23","5","0","0","19","1.3","0.1","0","19","0","0"
"8","23","6","0","53","20","1.8","0.1","48.719","21.231","7684.169","6619.176"
"8","23","7","358","117","20","2.4","0.1","242.197","25.423","39660.333","37462.297"
"8","23","8","70","215","21","3.1","0.1","246.786","25.913","41220.408","38967.093"
"8","23","9","9","205","22","3.7","0.1","200.17","25.611","32789.551","30834.974"
"8","23","10","2","158","23","4.1","0.1","150.017","25.547","24140.968","22492.845"
"8","23","11","50","363","24","4.4","0.1","409.208","30.663","66440.011","63293.064"
"8","23","12","319","389","24","4.6","0.1","722.242","35.473","116671.563","111744.713"
"8","23","13","112","390","24","4.5","0.1","494.238","31.947","80391.294","76749.999"
"8","23","14","102","341","24","4.2","0.1","422.705","31.092","69118.044","65876.204"
"8","23","15","186","277","24","3.8","0.1","404.199","31.206","66752.311","63594.299"
"8","23","16","72","190","24","3.4","0.1","217.839","28.135","36029.762","33960.372"
"8","23","17","76","110","23","3","0.1","123.909","25.498","19931.631","18432.662"
"8","23","18","0","33","23","2.9","0.1","30.095","23.607","4313.204","3367.657"
"8","23","19","0","0","23","3","0.1","0","23","0","0"
"8","23","20","0","0","22","3.2","0.1","0","22","0","0"
"8","23","21","0","0","22","3.5","0.1","0","22","0","0"
"8","23","22","0","0","22","3.9","0.1","0","22","0","0"
"8","23","23","0","0","22","4.5","0.1","0","22","0","0"
