"PVWatts Hourly PV Performance Data"
"Requested Location","Toronto"
"Location","Lat, Lng: 43.65, -79.38"
"Latitude (DD)","43.65"
"Longitude (DD)","-79.38"
"Elevation (m)","93.199996948242"
"DC System Size (kW)","200"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","26","20","0","0","-7","5.9","0.87","0","-7","0","0"
"2","26","21","0","0","-7","5.6","0.87","0","-7","0","0"
"2","26","22","0","0","-7","5.2","0.87","0","-7","0","0"
"2","26","23","0","0","-7","4.8","0.87","0","-7","0","0"
"2","27","0","0","0","-7","4.5","0.87","0","-7","0","0"
"2","27","1","0","0","-8","4.2","0.87","0","-8","0","0"
"2","27","2","0","0","-8","3.9","0.87","0","-8","0","0"
"2","27","3","0","0","-8","3.6","0.87","0","-8","0","0"
"2","27","4","0","0","-8","3.3","0.87","0","-8","0","0"
"2","27","5","0","0","-8","2.9","0.87","0","-8","0","0"
"2","27","6","0","0","-8","2.5","0.87","0","-8","0","0"
"2","27","7","20","30","-7","2.2","0.87","34.118","-6.247","4969.466","4000.666"
"2","27","8","585","88","-6","2","0.87","335.734","2.145","61023.325","58068.313"
"2","27","9","524","120","-5","2","0.87","449.491","5.995","83479.643","79728.915"
"2","27","10","644","131","-4","2.4","0.87","634.479","10.333","115567.434","110679.708"
"2","27","11","644","159","-3","2.9","0.87","727.832","12.011","130996.651","125562.206"
"2","27","12","610","180","-3","3.2","0.87","743.083","11.567","133596.18","128069.623"
"2","27","13","353","250","-2","3.5","0.87","573.723","8.712","103795.194","99324.605"
"2","27","14","210","233","-2","3.8","0.87","406.711","5.259","74335.321","70908.612"
"2","27","15","11","148","-2","4.1","0.87","151.918","0.594","27519.391","25751.557"
"2","27","16","0","88","-2","4.4","0.87","85.901","-0.593","15355.119","14018.314"
"2","27","17","0","22","-2","4.9","0.87","20.758","-1.694","3076.249","2174.533"
"2","27","18","0","0","-3","5.6","0.87","0","-3","0","0"
"2","27","19","0","0","-3","6","0.87","0","-3","0","0"
"2","27","20","0","0","-2","6.2","0.87","0","-2","0","0"
"2","27","21","0","0","-2","6.3","0.87","0","-2","0","0"
"2","27","22","0","0","-2","6.3","0.87","0","-2","0","0"
"2","27","23","0","0","-2","6.1","0.87","0","-2","0","0"
"2","28","0","0","0","-2","6","0.87","0","-2","0","0"
"2","28","1","0","0","-2","5.8","0.87","0","-2","0","0"
"2","28","2","0","0","-2","5.6","0.87","0","-2","0","0"
"2","28","3","0","0","-1","5.5","0.87","0","-1","0","0"
"2","28","4","0","0","-1","5.4","0.87","0","-1","0","0"
"2","28","5","0","0","-1","5.3","0.87","0","-1","0","0"
"2","28","6","0","0","-1","5.1","0.87","0","-1","0","0"
"2","28","7","0","29","-1","4.9","0.87","28.083","-0.585","4230.63","3288.009"
"2","28","8","475","74","0","4.7","0.87","280.132","4.397","50422.052","47842.685"
"2","28","9","478","132","0","4.3","0.87","437.361","7.297","80709.344","77056.779"
"2","28","10","363","212","0","3.9","0.87","505.137","8.893","91762.667","87718.438"
"2","28","11","221","277","0","3.8","0.87","484.819","8.639","87257.254","83372.67"
"2","28","12","187","295","0","3.9","0.87","483.021","8.474","86714.371","82849.023"
"2","28","13","58","262","1","3.9","0.87","321.867","6.641","57569.94","54737.296"
"2","28","14","35","212","1","4.1","0.87","244.957","5.176","43945.992","41596.098"
"2","28","15","0","72","0","4.4","0.87","68.051","1.114","11954.112","10737.818"
"2","28","16","0","75","0","4.7","0.87","72.172","1.136","12739.473","11495.35"
"2","28","17","0","19","0","5.1","0.87","17.915","0.259","2676.607","1789.051"
"2","28","18","0","0","0","5.3","0.87","0","0","0","0"
"2","28","19","0","0","-1","7.5","0.87","0","-1","0","0"
"2","28","20","0","0","-1","7.3","0.87","0","-1","0","0"
"2","28","21","0","0","-2","6.9","0.87","0","-2","0","0"
"2","28","22","0","0","-2","6.4","0.87","0","-2","0","0"
"2","28","23","0","0","-3","5.8","0.87","0","-3","0","0"
"3","1","0","0","0","-3","5.1","0.87","0","-3","0","0"
"3","1","1","0","0","-4","4.5","0.87","0","-4","0","0"
"3","1","2","0","0","-5","3.8","0.87","0","-5","0","0"
"3","1","3","0","0","-5","2.8","0.87","0","-5","0","0"
"3","1","4","0","0","-5","1.8","0.87","0","-5","0","0"
"3","1","5","0","0","-5","1","0.87","0","-5","0","0"
"3","1","6","0","0","-4","0.6","0.87","0","-4","0","0"
"3","1","7","52","35","-3","1.2","0.87","47.317","-1.68","7227.389","6178.581"
"3","1","8","591","91","-2","2.3","0.87","347.898","5.968","62736.722","59720.998"
"3","1","9","659","92","-1","3.2","0.87","508.898","9.02","93772.047","89656.618"
"3","1","10","794","90","0","3.8","0.87","704.5","12.615","127447.468","122138.785"
"3","1","11","751","126","0","4.3","0.87","787.256","13.1","141168.896","135374.009"
"3","1","12","799","193","0","4.8","0.87","926.97","14.416","164585.784","157961.143"
"3","1","13","867","89","0","5.3","0.87","832.818","12.183","150027.573","143918.787"
"3","1","14","764","163","1","5.8","0.87","764.394","11.548","138373.005","132677.187"
"3","1","15","709","129","1","6.4","0.87","577.668","8.475","106599.534","102029.576"
"3","1","16","606","86","0","6.7","0.87","348.557","4.339","63192.572","60160.696"
"3","1","17","308","37","0","6.7","0.87","102.593","1.187","14386.074","13083.605"
"3","1","18","0","0","0","6.7","0.87","0","0","0","0"
"3","1","19","0","0","0","6.7","0.87","0","0","0","0"
"3","1","20","0","0","0","6.9","0.87","0","0","0","0"
"3","1","21","0","0","0","7.6","0.87","0","0","0","0"
"3","1","22","0","0","0","8.7","0.87","0","0","0","0"
"3","1","23","0","0","0","9.5","0.87","0","0","0","0"
"3","2","0","0","0","0","9.6","0.87","0","0","0","0"
"3","2","1","0","0","0","9.3","0.87","0","0","0","0"
"3","2","2","0","0","0","8.9","0.87","0","0","0","0"
"3","2","3","0","0","0","8.4","0.87","0","0","0","0"
"3","2","4","0","0","0","7.5","0.87","0","0","0","0"
"3","2","5","0","0","0","7.2","0.87","0","0","0","0"
"3","2","6","0","0","0","8.2","0.87","0","0","0","0"
"3","2","7","53","37","0","9.4","0.87","49.666","0.467","7655.451","6591.476"
"3","2","8","0","59","-1","10","0.87","55.787","-0.482","9822.906","8682.128"
"3","2","9","313","165","-2","10.2","0.87","371.343","1.409","69430.5","66177.589"
"3","2","10","917","110","-3","10.1","0.87","821.593","4.603","152564.335","146365.662"
"3","2","11","964","113","-3","9.7","0.87","950.77","6.065","174436.443","166666.667"
"3","2","12","981","113","-4","9.3","0.87","996.22","5.805","182475.833","166666.667"
"3","2","13","979","107","-4","9","0.87","955.949","5.65","175658.494","166666.667"
"3","2","14","956","96","-4","8.5","0.87","834.068","4.8","154845.269","148565.773"
"3","2","15","901","80","-5","8","0.87","640.088","2.077","121116.823","116032.46"
"3","2","16","787","60","-5","7.3","0.87","395.437","-0.366","73016.346","69636.374"
"3","2","17","505","30","-6","6.6","0.87","132.353","-4.473","18453.966","17007.356"
"3","2","18","0","0","-6","6","0.87","0","-6","0","0"
"3","2","19","0","0","-7","5.3","0.1","0","-7","0","0"
"3","2","20","0","0","-7","4.7","0.1","0","-7","0","0"
"3","2","21","0","0","-7","4.1","0.1","0","-7","0","0"
"3","2","22","0","0","-7","3.5","0.1","0","-7","0","0"
"3","2","23","0","0","-7","3.1","0.1","0","-7","0","0"
"3","3","0","0","0","-7","2.9","0.1","0","-7","0","0"
"3","3","1","0","0","-7","2.7","0.1","0","-7","0","0"
"3","3","2","0","0","-7","2.7","0.1","0","-7","0","0"
"3","3","3","0","0","-7","2.6","0.1","0","-7","0","0"
"3","3","4","0","0","-7","2.5","0.1","0","-7","0","0"
"3","3","5","0","0","-7","2.3","0.1","0","-7","0","0"
"3","3","6","0","0","-7","1.9","0.1","0","-7","0","0"
"3","3","7","459","31","-6","1.2","0.1","126.943","-2.587","18081.447","16648.037"
"3","3","8","739","58","-5","0.6","0.1","375.665","7.749","67693.529","64502.165"
"3","3","9","854","74","-5","0.5","0.1","604.609","16.269","109130.209","104470.58"
"3","3","10","430","201","-4","1.1","0.1","550.845","12.434","99242.326","94933.063"
"3","3","11","307","268","-4","1.7","0.1","552.705","10.325","99497.674","95179.363"
"3","3","12","222","297","-3","2","0.1","509.834","9.398","91654.451","87614.057"
"3","3","13","136","286","-3","2.1","0.1","418.708","6.977","75663.988","72190.2"
"3","3","14","329","223","-3","2.2","0.1","489.292","8.468","89131.884","85180.874"
"3","3","15","211","179","-3","2.5","0.1","314.023","3.965","58056.649","55206.758"
"3","3","16","443","106","-3","3","0.1","301.09","3.092","54995.813","52254.38"
"3","3","17","148","46","-3","3.7","0.1","79.36","-1.627","12162.848","10939.158"
"3","3","18","0","0","-3","4.3","0.1","0","-3","0","0"
"3","3","19","0","0","-3","5.1","0.1","0","-3","0","0"
"3","3","20","0","0","-2","5.9","0.1","0","-2","0","0"
"3","3","21","0","0","-2","6.5","0.1","0","-2","0","0"
"3","3","22","0","0","-2","6.6","0.1","0","-2","0","0"
"3","3","23","0","0","-1","6.3","0.1","0","-1","0","0"
"3","4","0","0","0","-1","5.9","0.1","0","-1","0","0"
"3","4","1","0","0","-1","5.6","0.1","0","-1","0","0"
"3","4","2","0","0","-1","5.6","0.1","0","-1","0","0"
"3","4","3","0","0","-1","5.2","0.1","0","-1","0","0"
"3","4","4","0","0","0","4.4","0.1","0","0","0","0"
"3","4","5","0","0","0","4","0.1","0","0","0","0"
"3","4","6","0","0","0","4.1","0.1","0","0","0","0"
"3","4","7","0","21","0","4.6","0.1","19.441","0.306","3120.775","2217.481"
"3","4","8","154","112","1","5.3","0.1","180.589","3.638","32659.346","30709.383"
"3","4","9","104","185","2","5.6","0.1","250.112","5.529","45538.933","43132.595"
"3","4","10","254","240","3","5.4","0.1","453.546","9.547","82017.78","78318.851"
"3","4","11","48","263","4","5.3","0.1","308.732","8.495","54945.863","52206.2"
"3","4","12","141","304","3","5.2","0.1","447.541","9.6","80031.584","76403.034"
"3","4","13","6","196","3","5.1","0.1","192.92","5.876","34155.895","32152.903"
"3","4","14","0","106","3","5.1","0.1","99.061","4.479","17338.179","15931.105"
"3","4","15","0","99","2","4.9","0.1","92.77","3.423","16404.266","15030.285"
"3","4","16","0","47","2","4.4","0.1","43.566","2.715","7549.504","6489.283"
"3","4","17","0","0","2","4.3","0.1","0","0","0","0"
"3","4","18","0","0","2","4.4","0.1","0","2","0","0"
"3","4","19","0","0","2","5.3","0.1","0","2","0","0"
"3","4","20","0","0","3","6.1","0.1","0","3","0","0"
"3","4","21","0","0","3","5.9","0.1","0","3","0","0"
"3","4","22","0","0","3","5.4","0.1","0","3","0","0"
"3","4","23","0","0","3","4.9","0.1","0","3","0","0"
"3","5","0","0","0","3","4.3","0.1","0","3","0","0"
"3","5","1","0","0","2","4.2","0.1","0","2","0","0"
"3","5","2","0","0","2","4.5","0.1","0","2","0","0"
"3","5","3","0","0","2","4.9","0.1","0","2","0","0"
"3","5","4","0","0","2","4.8","0.1","0","2","0","0"
"3","5","5","0","0","3","5","0.1","0","3","0","0"
"3","5","6","0","0","3","6.2","0.1","0","3","0","0"
"3","5","7","0","8","3","6.4","0.1","7.391","3.094","1131.291","298.492"
"3","5","8","0","31","4","5.8","0.1","28.705","4.396","4858.482","3893.614"
"3","5","9","0","39","4","6.2","0.1","36.147","4.476","6137.6","5127.408"
"3","5","10","0","60","4","7.1","0.1","55.691","4.666","9530.143","8399.74"
"3","5","11","0","72","4","7.3","0.1","66.885","4.783","11459.447","10260.681"
"3","5","12","0","81","5","7.2","0.1","75.278","5.889","12875.592","11626.646"
"3","5","13","0","80","5","7.2","0.1","74.334","5.879","12731.844","11487.991"
"3","5","14","0","83","5","6.8","0.1","77.098","5.95","13291.298","12027.621"
"3","5","15","0","48","5","5.7","0.1","44.505","5.62","7586.046","6524.53"
"3","5","16","0","45","4","4.3","0.1","41.706","4.694","7157.242","6110.92"
"3","5","17","0","12","3","3","0.1","11.094","3.222","1717.677","864.101"
"3","5","18","0","0","2","3","0.1","0","2","0","0"
"3","5","19","0","0","1","4.7","0.87","0","1","0","0"
"3","5","20","0","0","1","6.4","0.87","0","1","0","0"
"3","5","21","0","0","0","7.4","0.87","0","0","0","0"
"3","5","22","0","0","0","8.2","0.87","0","0","0","0"
"3","5","23","0","0","0","8.5","0.87","0","0","0","0"
"3","6","0","0","0","0","8.6","0.87","0","0","0","0"
"3","6","1","0","0","-1","8.9","0.87","0","-1","0","0"
"3","6","2","0","0","-1","8.8","0.87","0","-1","0","0"
"3","6","3","0","0","-1","8.7","0.87","0","-1","0","0"
"3","6","4","0","0","-2","8.6","0.87","0","-2","0","0"
"3","6","5","0","0","-2","8.4","0.87","0","-2","0","0"
"3","6","6","0","0","-3","8.1","0.87","0","-3","0","0"
"3","6","7","60","42","-3","7.7","0.87","56.334","-2.379","9121.374","8005.455"
"3","6","8","0","65","-3","7.5","0.87","61.57","-2.291","10963.157","9781.977"
"3","6","9","96","190","-3","7.2","0.87","254.45","0.019","46985.061","44527.481"
"3","6","10","424","212","-2","6.9","0.87","568.754","4.958","104656.251","100155.151"
"3","6","11","528","212","-2","6.6","0.87","699.916","6.824","127587.497","122273.852"
"3","6","12","682","169","-1","6.2","0.87","810.865","9.674","146377.777","140398.318"
"3","6","13","675","161","-1","5.7","0.87","772.436","9.761","139708","133964.877"
"3","6","14","590","159","-1","5.6","0.87","638.656","8.012","116775.192","111844.671"
"3","6","15","431","152","-1","5.7","0.87","438.316","5.123","81212.601","77542.203"
"3","6","16","229","110","-1","5.8","0.87","215.978","1.971","39310.12","37124.494"
"3","6","17","25","41","-1","6","0.87","45.858","-0.396","7440.39","6384.035"
"3","6","18","0","0","-2","6.4","0.87","0","-2","0","0"
"3","6","19","0","0","-3","6.6","0.87","0","-3","0","0"
"3","6","20","0","0","-3","6.6","0.87","0","-3","0","0"
"3","6","21","0","0","-4","6.4","0.87","0","-4","0","0"
"3","6","22","0","0","-5","6.3","0.87","0","-5","0","0"
"3","6","23","0","0","-5","6.2","0.87","0","-5","0","0"
"3","7","0","0","0","-6","6.2","0.87","0","-6","0","0"
"3","7","1","0","0","-6","6.1","0.87","0","-6","0","0"
"3","7","2","0","0","-6","5.9","0.87","0","-6","0","0"
"3","7","3","0","0","-6","5.6","0.87","0","-6","0","0"
"3","7","4","0","0","-7","5.5","0.87","0","-7","0","0"
"3","7","5","0","0","-7","5.4","0.87","0","-7","0","0"
"3","7","6","0","0","-7","5.3","0.87","0","-7","0","0"
"3","7","7","471","43","-6","5.3","0.87","149.738","-3.936","22828.125","21226.521"
"3","7","8","741","79","-5","5","0.87","414.004","1.272","76738.392","73226.533"
"3","7","9","852","104","-4","4.3","0.87","656.562","6.959","121785.625","116677.564"
"3","7","10","905","123","-3","3.7","0.87","843.096","12.311","152018.728","145839.388"
"3","7","11","930","134","-2","3.2","0.87","961.327","16.854","169373.69","162579.394"
"3","7","12","940","134","-1","3","0.87","998.96","19.244","174103.57","166666.667"
"3","7","13","928","129","0","3","0.87","951.25","19.286","166212.893","159530.597"
"3","7","14","885","122","0","3.1","0.87","821.2","16.396","146012.698","140046.175"
"3","7","15","811","106","0","3.1","0.87","626.143","12.528","113901.592","109072.893"
"3","7","16","678","82","0","2.9","0.87","382.631","7.873","68965.053","65728.635"
"3","7","17","407","42","-1","2.9","0.87","130.322","1.525","19153.921","17682.509"
"3","7","18","0","0","-2","3","0.87","0","-2","0","0"
"3","7","19","0","0","-3","3","0.87","0","-3","0","0"
"3","7","20","0","0","-3","2.9","0.87","0","-3","0","0"
"3","7","21","0","0","-3","2.7","0.87","0","-3","0","0"
"3","7","22","0","0","-3","2.5","0.87","0","-3","0","0"
"3","7","23","0","0","-3","2.4","0.87","0","-3","0","0"
"3","8","0","0","0","-3","2.2","0.87","0","-3","0","0"
"3","8","1","0","0","-3","2.2","0.87","0","-3","0","0"
"3","8","2","0","0","-2","2.4","0.87","0","-2","0","0"
"3","8","3","0","0","-2","2.5","0.87","0","-2","0","0"
"3","8","4","0","0","-2","2.6","0.87","0","-2","0","0"
"3","8","5","0","0","-2","2.8","0.87","0","-2","0","0"
"3","8","6","0","0","-1","3","0.87","0","-1","0","0"
"3","8","7","0","44","-1","3.6","0.87","42.388","-0.228","7138.366","6092.712"
"3","8","8","11","110","0","4.2","0.87","111.885","1.885","20022.602","18520.41"
"3","8","9","439","157","0","4.5","0.87","454.954","7.378","83576.842","79822.67"
"3","8","10","301","244","0","4.8","0.87","502.531","7.807","91117.068","87095.715"
"3","8","11","273","303","0","5","0.87","573.41","8.668","103071.099","98626.168"
"3","8","12","883","153","0","5.2","0.87","971.348","14.361","172198.269","165303.887"
"3","8","13","728","144","1","5.2","0.87","802.882","12.873","143617.55","137735.896"
"3","8","14","844","134","1","5.4","0.87","808.795","12.692","145597.542","139645.73"
"3","8","15","761","120","0","5.7","0.87","612.174","8.56","112798.118","108008.52"
"3","8","16","667","83","0","6.1","0.87","380.363","5.057","69293.133","66045.089"
"3","8","17","370","45","0","6.5","0.87","126.437","1.523","18851.769","17391.063"
"3","8","18","0","0","0","6.8","0.87","0","0","0","0"
"3","8","19","0","0","0","6.8","0.87","0","0","0","0"
"3","8","20","0","0","0","6.8","0.87","0","0","0","0"
"3","8","21","0","0","0","6.5","0.87","0","0","0","0"
"3","8","22","0","0","0","6","0.87","0","0","0","0"
"3","8","23","0","0","0","5.9","0.87","0","0","0","0"
"3","9","0","0","0","0","5.9","0.87","0","0","0","0"
"3","9","1","0","0","0","6.1","0.87","0","0","0","0"
"3","9","2","0","0","0","6.3","0.87","0","0","0","0"
"3","9","3","0","0","0","6.6","0.87","0","0","0","0"
"3","9","4","0","0","0","7.2","0.87","0","0","0","0"
"3","9","5","0","0","0","7.3","0.87","0","0","0","0"
"3","9","6","0","0","1","7.2","0.87","0","1","0","0"
"3","9","7","0","39","1","7.3","0.87","37.128","1.433","6199.049","5186.68"
"3","9","8","9","111","1","7.6","0.87","111.9","2.277","19995.865","18494.619"
"3","9","9","0","149","2","7.5","0.87","144.587","3.663","25719.533","24015.476"
"3","9","10","0","147","2","7.3","0.87","141.474","3.655","24935.345","23259.074"
"3","9","11","4","191","1","7.3","0.87","188.984","3.208","33503.792","31523.907"
"3","9","12","6","198","1","7.1","0.87","197.852","3.356","35054.702","33019.862"
"3","9","13","10","213","1","6.8","0.87","216.716","3.662","38535.962","36377.767"
"3","9","14","0","145","1","6.8","0.87","139.495","2.716","24672.809","23005.841"
"3","9","15","0","81","1","6.8","0.87","76.591","1.944","13427.559","12159.055"
"3","9","16","0","75","1","6.6","0.87","71.434","1.901","12582.017","11343.474"
"3","9","17","0","14","1","6.2","0.87","13.184","1.172","2096.628","1229.624"
"3","9","18","0","0","1","5.9","0.87","0","1","0","0"
"3","9","19","0","0","2","5.9","0.1","0","2","0","0"
"3","9","20","0","0","2","5.8","0.1","0","2","0","0"
"3","9","21","0","0","2","5.6","0.1","0","2","0","0"
"3","9","22","0","0","2","5.7","0.1","0","2","0","0"
"3","9","23","0","0","2","5.7","0.1","0","2","0","0"
"3","10","0","0","0","2","5.7","0.1","0","2","0","0"
"3","10","1","0","0","3","5.7","0.1","0","3","0","0"
"3","10","2","0","0","3","4.7","0.1","0","3","0","0"
"3","10","3","0","0","3","3.9","0.1","0","3","0","0"
"3","10","4","0","0","3","3.6","0.1","0","3","0","0"
"3","10","5","0","0","3","3.6","0.1","0","3","0","0"
"3","10","6","0","0","3","3.4","0.1","0","3","0","0"
"3","10","7","0","32","3","3","0.1","29.653","3.597","4906.11","3939.555"
"3","10","8","0","95","3","2.8","0.1","89.765","4.884","15849.131","14494.821"
"3","10","9","0","47","3","2.6","0.1","43.583","3.946","7457.205","6400.254"
"3","10","10","0","84","3","2.3","0.1","78.041","4.786","13491.541","12220.769"
"3","10","11","0","108","4","2.2","0.1","100.788","6.348","17388.352","15979.501"
"3","10","12","0","105","4","2.5","0.1","97.908","6.155","16859.797","15469.675"
"3","10","13","0","48","4","3","0.1","44.566","4.899","7500.456","6441.972"
"3","10","14","0","29","3","3.7","0.1","26.893","3.486","4485.056","3533.42"
"3","10","15","0","42","3","3.9","0.1","38.937","3.684","6644.144","5616.003"
"3","10","16","0","77","3","3.5","0.1","72.068","4.348","12650.999","11410.012"
"3","10","17","0","37","3","3.1","0.1","34.554","3.683","5708.872","4713.871"
"3","10","18","0","0","3","3.1","0.1","0","3","0","0"
"3","10","19","0","0","3","3.7","0.1","0","3","0","0"
"3","10","20","0","0","3","5","0.1","0","3","0","0"
"3","10","21","0","0","2","6.1","0.1","0","2","0","0"
"3","10","22","0","0","2","6.1","0.1","0","2","0","0"
"3","10","23","0","0","2","5.4","0.1","0","2","0","0"
"3","11","0","0","0","2","3.6","0.1","0","2","0","0"
"3","11","1","0","0","2","1.5","0.1","0","2","0","0"
"3","11","2","0","0","2","0.9","0.1","0","2","0","0"
"3","11","3","0","0","1","2.1","0.1","0","1","0","0"
"3","11","4","0","0","1","3.8","0.1","0","1","0","0"
"3","11","5","0","0","1","5.1","0.1","0","1","0","0"
"3","11","6","0","0","1","6.6","0.1","0","1","0","0"
"3","11","7","0","3","1","7.9","0.1","2.77","1.031","419.166","0"
"3","11","8","8","115","1","8.3","0.1","113.317","2.215","20376.516","18861.782"
"3","11","9","0","93","1","8","0.1","86.677","1.952","15332.205","13996.212"
"3","11","10","0","125","2","7.7","0.1","117.309","3.322","20680.445","19154.942"
"3","11","11","7","202","2","7.6","0.1","199.144","4.263","35408.27","33360.902"
"3","11","12","70","309","2","7.8","0.1","378.539","6.225","67969.766","64768.614"
"3","11","13","0","133","2","8.2","0.1","124.921","3.343","21959.981","20389.139"
"3","11","14","0","47","2","8.7","0.1","43.613","2.449","7445.515","6388.978"
"3","11","15","0","57","2","8.9","0.1","52.876","2.537","9171.015","8053.337"
"3","11","16","0","9","1","8.8","0.1","8.323","1.085","1356.259","515.489"
"3","11","17","0","12","1","8.7","0.1","11.093","1.114","1771.757","916.264"
"3","11","18","0","0","1","8.5","0.1","0","1","0","0"
"3","11","19","0","0","0","8","0.87","0","0","0","0"
"3","11","20","0","0","0","7.5","0.87","0","0","0","0"
"3","11","21","0","0","0","7.3","0.87","0","0","0","0"
"3","11","22","0","0","0","7.2","0.87","0","0","0","0"
"3","11","23","0","0","0","7.2","0.87","0","0","0","0"
"3","12","0","0","0","0","7.4","0.87","0","0","0","0"
"3","12","1","0","0","0","7.4","0.87","0","0","0","0"
"3","12","2","0","0","0","6.9","0.87","0","0","0","0"
"3","12","3","0","0","0","6.1","0.87","0","0","0","0"
"3","12","4","0","0","0","5.4","0.87","0","0","0","0"
"3","12","5","0","0","0","4.7","0.87","0","0","0","0"
"3","12","6","0","0","0","4.2","0.87","0","0","0","0"
"3","12","7","135","55","0","3.9","0.87","89.955","1.544","14661.286","13349.066"
"3","12","8","229","128","0","3.8","0.87","241.451","4.313","43956.695","41606.422"
"3","12","9","161","210","1","4","0.87","325.242","6.639","58980.466","56097.841"
"3","12","10","269","263","2","4","0.87","501.519","10.683","89758.693","85785.473"
"3","12","11","219","312","2","3.6","0.87","527.403","11.671","93469.592","89364.881"
"3","12","12","5","193","3","3.3","0.87","191.647","6.671","33473.117","31494.319"
"3","12","13","22","248","3","3.7","0.87","263.057","7.74","46315.526","43881.671"
"3","12","14","7","190","3","3.8","0.87","190.307","6.382","33515.206","31534.916"
"3","12","15","9","162","3","3.3","0.87","163.271","6.141","28904.282","27087.376"
"3","12","16","0","45","3","2.6","0.87","42.472","3.922","7274.387","6223.914"
"3","12","17","0","10","3","3","0.87","9.412","3.189","1472.966","628.061"
"3","12","18","0","0","2","4.8","0.87","0","2","0","0"
"3","12","19","0","0","2","6.4","0.87","0","2","0","0"
"3","12","20","0","0","1","7.1","0.87","0","1","0","0"
"3","12","21","0","0","1","7.5","0.87","0","1","0","0"
"3","12","22","0","0","1","7.8","0.87","0","1","0","0"
"3","12","23","0","0","0","7.9","0.87","0","0","0","0"
"3","13","0","0","0","0","7.7","0.87","0","0","0","0"
"3","13","1","0","0","0","7.3","0.87","0","0","0","0"
"3","13","2","0","0","0","6.6","0.87","0","0","0","0"
"3","13","3","0","0","0","6","0.87","0","0","0","0"
"3","13","4","0","0","0","5.4","0.87","0","0","0","0"
"3","13","5","0","0","0","5.1","0.87","0","0","0","0"
"3","13","6","0","0","0","5.1","0.87","0","0","0","0"
"3","13","7","0","44","0","5.4","0.87","41.827","0.6","7113.86","6069.075"
"3","13","8","0","78","1","5.5","0.87","74.127","2.056","13060.015","11804.534"
"3","13","9","36","191","1","5.4","0.87","217.057","4.126","39077.016","36899.649"
"3","13","10","133","275","1","5.1","0.87","398.523","6.947","71704.992","68371.486"
"3","13","11","151","317","2","5","0.87","473.531","9.147","84358.539","80576.669"
"3","13","12","332","306","2","4.9","0.87","641.629","11.818","113903.665","109074.892"
"3","13","13","504","235","2","4.8","0.87","711.768","13.051","126552.079","121275.123"
"3","13","14","96","265","2","4.9","0.87","347.803","7.322","62291.836","59291.876"
"3","13","15","99","203","1","5.2","0.87","269.252","4.978","48812.67","46290.33"
"3","13","16","46","124","1","5.5","0.87","144.491","3.059","25958.403","24245.882"
"3","13","17","0","34","0","5.5","0.87","32.093","0.454","5363.598","4380.832"
"3","13","18","0","0","0","5.3","0.87","0","0","0","0"
"3","13","19","0","0","0","5.2","0.1","0","0","0","0"
"3","13","20","0","0","-1","5","0.1","0","-1","0","0"
"3","13","21","0","0","-1","4.6","0.1","0","-1","0","0"
"3","13","22","0","0","-1","4.2","0.1","0","-1","0","0"
"3","13","23","0","0","-1","4","0.1","0","-1","0","0"
"3","14","0","0","0","-1","3.8","0.1","0","-1","0","0"
"3","14","1","0","0","-1","3.9","0.1","0","-1","0","0"
"3","14","2","0","0","-1","4","0.1","0","-1","0","0"
"3","14","3","0","0","-1","4","0.1","0","-1","0","0"
"3","14","4","0","0","-2","3.9","0.1","0","-2","0","0"
"3","14","5","0","0","-2","3.6","0.1","0","-2","0","0"
"3","14","6","0","0","-2","3.6","0.1","0","-2","0","0"
"3","14","7","510","47","-1","3.5","0.1","174.275","2.124","27412.651","25648.599"
"3","14","8","741","71","-1","3.1","0.1","420.307","7.395","77114.027","73588.858"
"3","14","9","853","85","0","2.5","0.1","649.977","14.444","117587.515","112628.209"
"3","14","10","913","92","0","1.9","0.1","824.183","20.543","144585.885","138669.919"
"3","14","11","586","208","0","1.2","0.1","750.844","21.821","129930.421","124533.757"
"3","14","12","951","98","0","0.7","0.1","971.65","32.148","161852.827","155325.025"
"3","14","13","934","99","1","0.4","0.1","924.852","34.362","153124.321","146905.805"
"3","14","14","905","93","1","0.7","0.1","806.81","27.742","137913.474","132233.939"
"3","14","15","843","85","1","1.3","0.1","627.263","18.887","111761.603","107008.733"
"3","14","16","710","73","1","1.7","0.1","392.41","11.182","70433.196","67144.755"
"3","14","17","465","44","0","2","0.1","148.062","3.421","22286.776","20704.355"
"3","14","18","0","0","0","2.4","0.1","0","0","0","0"
"3","14","19","0","0","0","2.5","0.1","0","0","0","0"
"3","14","20","0","0","0","2.4","0.1","0","0","0","0"
